timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"457d57e56c837df9c90aa5381f3f0f92fc2578a3f7adc1a310bf114a0f58b855 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",dfe860e6-56d5-4513-a43e-d9699c11476d,29d6375047925c1fbf618f0c9bf68084c5d8c25e8840c2bdcb0945213eda6052,3,bd2dd15be34863e9efb77fbddfe744382a9c62c6a497e8bcf3097a47905b905b,10,pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1bcb0033e6b73a924fc0870a1840b3edf64be710f7cb02e3e9fbe08301487bb2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,9,right,right,neutral,true
fa00b53b89cedf34b4352b73110af0a448ceb5daf6955a40db2c2a7113e51429 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,10,left,left,erotic,true
cf845b3a2f906e4a08fade52aa5bb6fa416a51021989daf5c259a65335dfeefc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,11,right,left,erotic,false
68c0d19906081f19232ee56b2f41c9b36ddb915e0c746f0de20ca5971b5e077c Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,12,left,left,neutral,true
00087b1ac1980984c8d1df015321675f5c32e5927db96fa314bff7c4fbaccf4a Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,13,left,left,neutral,true
7862ba921b0d16726f2dbf413dbd8213f462a3e2830f0165948ed46d0f50ac3d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,14,right,left,erotic,false
c5f3c8db5dfc6893a70670961283eec1fff87aac52001f7113647e041057ad92 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,15,right,left,erotic,false
59ce9fdacb3fb7457772c4d97202c5eab22605478529b186fbf166e15b118f66 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,16,left,right,neutral,false
5c9676c7260b0f77cc064fb772b5a1d06e8a379d71361df89b810aa99d75028e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,17,right,left,neutral,false
ee2423ab816de8cd78d326de46c23218f1e2c3778ca8570197ff18e7ea198a15 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,18,left,right,neutral,false
c7886f0eeedc9f5c300291099d4118ed8ecf35af3aca0a57e7895317d18e5285 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,19,left,left,erotic,true
09638c51e3d4f406fadb260207205b6cad60f6666ce07d4f94d3ef8c3d36b5b9 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,20,right,left,erotic,false
762524c37840f1834bbeb0881feebf420c31689b93b1938b9a0a62a2d1f683fc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,21,right,left,erotic,false
3296c79a2e3b61ecf2d3be731588fdf3af66ec5b682ed7e1c5b88377bba3aabd Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,22,left,left,neutral,true
eceeb572aa6c9bd85f89273c3f54fdb4eedba4fedfba0d66a81332169075b568 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,23,right,left,neutral,false
0595ccade4e7db978159793cbadbd55a1faac3d4ce37ce235d4c78ef3ddea586 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,24,left,right,erotic,false
5ab3e5db5806eac2d7ef957223c2959b4f278c81df62791dc198db8eea0c2745 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,25,right,left,erotic,false
719fae7f7a0650907a2fcac118e82f131b8e516df190f180a6f7c86bc216811b Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,26,left,left,erotic,true
1b14a88720f9ab7d1be30dad89972a9b7b3d9f2a26a94955c7bcb9b2b4daf271 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,27,left,right,erotic,false
b902423e139b3e97b28a10f84008341051c69bdc9c7330bb87221201e233dc2e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,28,right,right,erotic,true
965fe220f689142c41dbd632d6169ec70b0c325c4434cf60021237a1c775f80f Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,29,left,right,neutral,false
e56c4927c9a517b05ddeefdf505a2696513c0786a149c5b630bc9ebf57e8f55d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,30,right,left,neutral,false
f90fbce63ac2975d486ea90660137c8456d6b988261edee1e4adb224095d0edf Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,31,left,right,neutral,false
827811fca2feb5383ae156e190608f8ae7a26c65fbc7468371b9079001e84cc6 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,32,right,left,erotic,false
2989d8bdf7bb7533928fa3eee5a87244978e86ed8706138a1e142f39479ee18a Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,33,left,left,neutral,true
5f76aca8e135952a1783a9743720573099b843053bbd197a73b3a01754ca2ad2 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,34,right,right,neutral,true
675bf895329178c8af9d7f8cfd0211f51cd87d888fa32c59c63a8aebdd82ea8f Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,35,left,right,erotic,false
951aa65ad954b8ffa90f3247b4bb9c09d10341026c7ed973399c5ac54c0959e6 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,755f188b-551e-4973-ae1e-f6b46e077789,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,36,right,left,neutral,false
d2e6b162b206dc22c22a812c8ec08e4f6cc4c5e4e0953ed4dbe6078a4d4a5f51 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39539ecf882f73c274019796aec2b7d02b466eb66c5b26eef5b35ff945f438d8 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944c2fe400fb5eba18c2f5f94a54973f84ccaad3095417294db5325c9d880e66 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6713fa334bb768f5b838940c0ef8d7c26e6929bcfd010e02442bf7f8562ecc09 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,NA,NA,NA,NA,NA,NA,NA
1d834b63f23ffbc1f853354d3716a8db8608c34b3c0b401f4b7e785a07b2d59b Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,NA,NA,NA,NA,NA
7719a2b02c6fb92ce56516865e2c2d16ed8404505825672fc3d74ab13fdd586e Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,1,right,right,neutral,true
c160b2153b3b661b2f13105589ec6a18c03e3c7d5eb3711bf406361942532c64 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,2,left,left,erotic,true
f649ba8b5779ab12b0da2217bc297233e3c238cff84b289b7b1ad59d6d7fd627 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,3,right,left,erotic,false
0f1106f334dc69aea1b6372221723715c103e69a378868be6c2cf055e8a2fc43 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,4,right,left,erotic,false
b4f951f5642eb16cfdac4bf3e133c4b3071d74c4c0dedd54ef76caae3a7bccdf Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,5,left,right,neutral,false
1c7377027b30a83d1216e0be8a5b8cf7326b3b7786a9daaa53f228d55674e475 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,6,right,right,neutral,true
8726cd20b8ffdfbd500090899f189796d9099a253375980a057e0376013893cc Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,7,right,left,neutral,false
967cbea5a8acd92ff285009ff82974f6a3cbd32f8ecf8d80f6ebd13ee0f91f4d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,8,left,left,erotic,true
86daef2d49df0182c94b745f069db91e0e708298ae2755e2ed240287fa522eac Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,9,left,left,erotic,true
81ae60536c51a6417a8b9e2076e0b2790be5899d25e873ca9029cf9d76b00681 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,10,right,left,neutral,false
dc066521c387239299107f92d1f536b4a58fb7e3e4962fa98ff27aed4461ac0c Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,11,right,right,erotic,true
b22817ec2bef735d4058b50b26472c4e15c2e9c331142ca12acfa882a800d2b7 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,12,left,left,erotic,true
e5f7d5e970e753ec1539bf7813b9bb4592f909aa1e6e5b5055d7f1d9e7b255ca Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,13,right,left,erotic,false
a7ab5ce8829df126f72260495c98b7794b7953b1cfcb16777ba2099107c354ae Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,14,left,left,erotic,true
189a04e8ad2d420c4cf500e95441f65d27a6a735eab0288f034cebc5d8fcafb0 Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,15,right,right,erotic,true
2e9e5578ee2d7f4a5575c34b65508d3ba33d33a77fa84dc1f17a3f38b794232d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,16,left,left,neutral,true
b30ffb55ae99178f4865cc94fbfc912517aaa2a414d6196db1dc5f681309652d Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,1162ff76-4bb1-450b-9356-e56ca18e2ee3,4fa9db73bc719daec44571384bf9a707bad2c11a3f6c64cd3ab4c273b1ad9455,22,02057340947b3f91939e2612407db1f084af6807c11d9c728d8f188afb28596f,23,pilot,yes,no,18-29,Female,yes,Don’t know,Probably yes,Regularly now,very true,between true and untrue,17,right,right,neutral,true
